dia,id_vuelo,origen,destino_programado,destino_final,redirigido,es_exterior,salida_programada,llegada_real,retraso_total_min,retraso_por_redireccion_min,combustible_consumido_l,tipo_aeronave,capacidad_combustible_l,combustible_restante_est_l,tiempo_total_min,tiempo_rodaje_min,tiempo_despegue_min,tiempo_crucero_min,tiempo_aproximacion_min,tiempo_aterrizaje_min,tiempo_espera_cola_min,dist_rodaje_km,dist_despegue_km,dist_crucero_km,dist_aproximacion_km,dist_aterrizaje_km,velocidad_crucero_kmh,velocidad_despegue_kmh,velocidad_aproximacion_kmh,velocidad_aterrizaje_kmh,viento_despegue,viento_crucero,viento_aproximacion,viento_aterrizaje,distancia_plan_km,distancia_ruta_km
1,A15A3100096,A15,A31,A31,False,False,395.0,458.716278627179,25.71627862717901,0.0,2353.457343574286,corto_radio,20000.0,17646.542656425714,63.71627862717901,5.012965367605565,8.545196901516556,25.90417175613747,7.451435672176952,6.802508929742495,0.0,4.0,39.64163777598138,381.55076359382076,49.55204721997673,24.776023609988364,883.7590343032374,278.3432955344492,399.0,218.53134364875797,a_favor,a_favor,a_favor,en_contra,495.52047219976726,495.52047219976726
1,A6A300009,A6,A3,A3,False,False,419.0,459.83597715783986,20.835977157839864,0.0,1172.7506386687842,corto_radio,20000.0,18827.249361331214,40.835977157839864,4.146471800090608,3.988479335591683,12.80882935375736,4.0,2.990805396647671,0.0,4.0,20.405240721162414,196.4004419411882,25.506550901453018,12.753275450726509,919.9924669942261,306.962714422117,399.0,255.8496543778083,a_favor,a_favor,a_favor,a_favor,255.06550901453016,255.06550901453016
1,A31A600030,A31,A6,A6,False,False,405.0,466.0890431816761,27.089043181676118,0.0,2380.589973750183,corto_radio,20000.0,17619.410026249818,61.08904318167612,4.925525357393641,7.402144810094321,26.6903552017435,6.7740974697032215,5.296920342741377,0.0,4.0,36.038198538821135,346.8676609361534,45.04774817352642,22.52387408676321,779.7595610420987,292.116942832643,399.0,255.13550473865917,neutro,en_contra,a_favor,a_favor,450.4774817352642,450.4774817352642
1,A34A200008,A34,A2,A2,False,False,411.0,471.17192165840316,25.171921658403164,0.0,2174.896089099013,corto_radio,20000.0,17825.103910900987,60.171921658403164,5.564297411243333,8.254628850795907,24.292179908617257,6.842532462432441,5.218283025314295,0.0,4.0,36.402272700140585,350.3718747388531,45.502840875175735,22.751420437587868,865.3942364750008,264.59534419864826,399.0,261.5966247198816,a_favor,a_favor,a_favor,a_favor,455.0284087517573,455.0284087517573
1,A24A700040,A24,A7,A7,False,False,395.0,474.0740465878474,28.07404658784742,0.0,3156.2378491302397,corto_radio,20000.0,16843.76215086976,79.07404658784742,4.250258453235694,12.62411360281014,34.167091507432,10.148675863360793,7.883907161008753,0.0,4.0,53.99095559307942,519.6629475833894,67.48869449134928,33.74434724567464,912.5674875843956,256.60869646037236,399.0,256.8093197182476,en_contra,a_favor,a_favor,a_favor,674.8869449134927,674.8869449134927
1,A26A3500145,A26,A35,A35,False,False,389.0,479.8210246881052,32.82102468810518,0.0,4582.942104256118,medio_radio,32000.0,27417.05789574388,90.82102468810518,4.196990392730116,12.741341842841202,42.66463388257405,12.103318488891215,9.114740081068572,0.0,4.0,61.323480343715495,590.2384983082616,76.65435042964437,38.327175214822184,830.0624352236695,288.7771842249274,380.0,252.2979802425406,a_favor,en_contra,neutro,a_favor,766.5435042964436,766.5435042964436
1,A18A3100115,A18,A31,A31,False,False,449.0,484.5960222212808,21.596022221280805,0.0,1137.8726702959277,corto_radio,20000.0,18862.12732970407,35.596022221280805,4.164208321713064,3.382333583683932,11.557662894555198,4.0,2.49181742132856,0.0,4.0,14.92111197929165,143.61570280068213,18.65138997411456,9.32569498705728,745.560953512527,264.68906647061186,399.0,224.55164428744806,neutro,en_contra,a_favor,en_contra,186.51389974114562,186.51389974114562
1,A32A2600143,A32,A26,A26,False,False,402.0,486.5969900638914,34.59699006389138,0.0,3610.2640370029803,corto_radio,20000.0,16389.73596299702,84.59699006389138,4.9629311747241065,13.147363475689614,38.84520012113094,9.886022831056767,7.755472461289968,0.0,4.0,52.593641461222,506.2137990642617,65.7420518265275,32.87102591326375,781.8939752953814,240.0191105622262,399.0,254.3057904776286,en_contra,en_contra,a_favor,a_favor,657.420518265275,657.420518265275
1,A34A700041,A34,A7,A7,False,False,428.0,487.90450899781956,23.904508997819562,0.0,2183.5394894662422,corto_radio,20000.0,17816.460510533758,59.90450899781956,4.251880780405593,8.043475677003714,24.900773588225917,7.111263901217311,5.597115050967069,0.0,4.0,37.831923954476096,364.1322680618324,47.28990494309512,23.64495247154756,877.3998930716162,282.2057936668163,399.0,253.4693561547803,a_favor,a_favor,a_favor,a_favor,472.89904943095115,472.89904943095115
1,A34A3900163,A34,A39,A39,False,False,421.0,489.27135390306006,25.27135390306006,0.0,2545.584471154344,corto_radio,20000.0,17454.415528845657,68.27135390306006,4.724769062467899,8.833167332620034,29.66096306083691,8.482699484947112,6.569754962188131,0.0,4.0,45.12796125991864,434.3566271267169,56.4099515748983,28.20497578744915,878.6430020545553,306.535308755663,399.0,257.58929472817204,a_favor,a_favor,a_favor,a_favor,564.099515748983,564.099515748983
